name,year,index,citation 
Godfrey Harold Hardy,1910,NULL,NULL
John Theodore Hewitt,1910,1,15
Frederick Soddy,1910,7,167
Svante August Arrhenius,1910,NULL,NULL
Jean-Baptiste Édouard Bornet,1910,NULL,NULL
Vito Volterra,1910,5,171
August Friedrich Leopold Weismann,1910,6,129
Evelyn Baring,1911,1,1
Howard Turner Barnes,1911,30,3082
Adrian John Brown,1911,5,129
Julius Berend Cohen,1911,NULL,NULL
Walter Ernest Dixon,1911,3,28
Frederick George Donnan,1911,15,646
Edmond Herbert Grove-Hills,1911,NULL,NULL
William Henry Lang,1911,16,970
John Beresford Leathes,1911, ,0
Edward Alfred Minchin,1911,NULL,NULL
Robert Muir,1911,8,1061
Richard Dixon Oldham,1911,108,48717
Reginald Innes Pocock,1911,NULL,NULL
Alfred William Porter,1911,12,502
Herbert William Richmond,1911,27,2985
Lionel Walter Rothschild,1911,20,1514
George Gerald Stoney,1911, ,0
Jons Oskar Backlund,1911,NULL,NULL
Joseph Achille Le Bel,1911,NULL,NULL
Paul Heinrich Ritter von Groth,1911,6,129
Heinrich Johannes Gustav Kayser,1911,1,8
Clement Arkadevich Timiriazeff,1911,NULL,NULL
List of Fellows of the Royal Society,1911,NULL,NULL
John Oliver Arnold,1912,28,2370
Charles Glover Barkla,1912,16,945
Leonard Cockayne,1912,NULL,NULL
Arthur Lee Dixon,1912,3,134
Sir Thomas Little Heath,1912,3,47
Humphrey Owen Jones,1912,40,6471
Sir Thomas Ranken Lyle,1912,3,47
William McDougall,1912,4,59
Rudolf Messel,1912,NULL,NULL
Benjamin Moore,1912,11,486
Edward Nettleship,1912,1,3
Robert Newstead,1912,8,160
Sir Henry John Oram,1912,2,14
George Thurland Prior,1912,NULL,NULL
Reginald Crundall Punnett,1912,NULL,NULL
Vernon Herbert Blackman,1913,NULL,NULL
William Bulloch,1913,1,15
David Leonard Chapman,1913,21,2391
William Ernest Dalby,1913,NULL,NULL
Thomas Renton Elliott,1913,NULL,NULL
John Charles Fields,1913,18,1469
Sir John Smith Flett,1913,77,
James Peter Hill,1913,45,12110
Arthur Robert Hinks,1913,2,26
Sir Frederick William Keeble,1913,1,7
Sir Arthur Keith,1913,9,237
Keith Lucas,1913,9,205
Sir Owen Willans Richardson,1913,NULL,NULL
Walter Rosenhain,1913,1,1
George Walker Walker,1913,35,3725
Charles Eugene Barrois,1913,NULL,NULL
Henry Louis Le Chatelier,1913,1,3
Pierre Paul Emile Roux,1913,5,81
Simon Schwendener,1913,NULL,NULL
Woldemar Voigt,1913, ,0
"Arthur Frederick Patrick Albert, Prince of Great Britain and Ireland",1914,1,1
Edgar Johnson Allen,1914,4,62
Richard Assheton,1914, ,0
Geoffrey Thomas Bennett,1914,17,816
Sir Rowland Harry Biffen,1914,NULL,NULL
Arthur Edwin Boycott,1914,NULL,NULL
Clive Cuthbertson,1914, ,0
Sir Henry Hallett Dale,1914,NULL,NULL
Sir Arthur Stanley Eddington,1914,1,32
Edmund Johnston Garwood,1914,NULL,NULL
Sir Thomas Henry Havelock,1914,3,47
Thomas Martin Lowry,1914,61,
Diarmid Noel Paton,1914,NULL,NULL
Siegfried Ruhemann,1914,8,368
Samuel Walter Johnson Smith,1914,57,12044
Sir Thomas Edward Stanton,1914,3,47
"Victor Christian William Cavendish, 9th Duke of Devonshire",1914,3,333
"Edward Grey, Viscount Grey of Fallodon",1914, ,0
Sir Frederick William Andrewes,1915,1,7
Arthur William Conway,1915,31,2659
Leonard Doncaster,1915,2,20
John Evershed,1915,1,3
Sir Walter Morley Fletcher,1915,NULL,NULL
Arthur George Green,1915,18,1870
Sir Henry Hubert Hayden,1915,8,294
Sir James Mackenzie,1915,18,1296
Arthur Thomas Masterman,1915,23,2392
Sir John Cunningham McLennan,1915,69,
Sir Gilbert Thomas Morgan,1915, ,0
Charles Samuel Myers,1915,53,10927
Sir George Clarke Simpson,1915,17,2081
Alan Archibald Campbell Swinton,1915,40,5543
Sir Arthur George Tansley,1915,NULL,NULL
Edwin Henry Barton,1916,1,6
William Robert Bousfield,1916,2,13
Sidney George Brown,1916,21,1448
Ernest George Coker,1916, ,0
George Gerald Henderson,1916,3,272
John Edensor Littlewood,1916,NULL,NULL
John Alexander MacWilliam,1916,70,20354
Joseph Henry Maiden,1916,5,118
Alexander McKenzie,1916,7,202
Henry Harold Welch Pearson,1916,20,2877
James Arthur Pollock,1916,49,9123
Sir Leonard Rogers,1916,4,37
Cresswell Shearer,1916, ,0
Sir D'Arcy Wentworth Thompson,1916,NULL,NULL
Henry Woods,1916,2,24
Jules Jean Baptiste Vincent Bordet,1916,2,247
Boris Borisovich Golitsyn,1916,NULL,NULL
Johan Hjort,1916,3,32
Charles Louis Alphonse Laveran,1916,32,3707
Heike Kamerlingh Onnes,1916,NULL,NULL
James Hartley Ashworth,1917,20,1618
Leonard Bairstow,1917,NULL,NULL
Grenville Arthur James Cole,1917,28,2948
Charles Frederick Cross,1917,11,522
Henry Drysdale Dakin,1917,1,3
Arthur Stewart Eve,1917,23,1875
Sir Herbert Jackson,1917,1,3
John Smyth Macdonald,1917,57,10158
John William Nicholson,1917,2,26
Sir Robert Howson Pickard,1917,1,11
Charles Tate Regan,1917, ,0
Sir Robert Robertson,1917,52,16243
Sir Edward John Russell,1917,4,157
Samuel George Shattock,1917,22,1661
Frederick Ernest Weiss,1917,NULL,NULL
Charles Bolton,1918,42,7283
Sir Henry Cort Harold Carpenter,1918,1,3
Thomas Algernon Chapman,1918,NULL,NULL
Cecil Clifford Dobell,1918,6,264
Ernest Gold,1918,9,348
Henry Brougham Guppy,1918,NULL,NULL
Sir Albert George Hadcock,1918,13,549
Archibald Vivian Hill,1918,7,282
Sir James Colquhoun Irvine,1918,4,106
Sir Gerald Ponsonby Lenox-Conyngham,1918, ,0
Sir Thomas Lewis,1918,3,47
Srinivasa Aaiyangar Ramanujan,1918,NULL,NULL
Arthur William Rogers,1918,79,25756
Samuel Smiles,1918,9,328
Sir Frank Edward Smith,1918,46,6320
William Wallace Campbell,1918,35,4523
Grove Karl Gilbert,1918,1,29
Luigi Luciani,1918,NULL,NULL
Jean Baptiste Perrin,1918,2,247
Paul Sabatier,1918,22,3142
Janne Robert Rydberg,1919,2,20
Francis Arthur Bainbridge,1919,NULL,NULL
Marie Ennemond Camille Jordan,1919,NULL,NULL
Jacobus Cornelius Kapteyn,1919,NULL,NULL
Sir Maurice Fitzmaurice,1919,NULL,NULL
Theodore William Richards,1919,44,5196
Thomas Barlow Wood,1919,48,8504
John William Evans,1919,2,26
William Diller Matthew,1919,2,15
Bertram Dillon Steele,1919,NULL,NULL
George Barger,1919,8,202
Charles Gabriel Seligman,1919,NULL,NULL
Edward Heron-Allen,1919,4,66
Thomas Hunt Morgan,1919,75,16583
Simon Flexner,1919,6,101
Francois Antoine Alfred Lacroix,1919,1,1
George Stuart Graham-Smith,1919,5,78
Sir Charles Frederick Arden-Close,1919,11,522
Sergius Winogradsky,1919,NULL,NULL
Robert Williams Wood,1919,57,15244
John Christopher Willis,1919,16,648
George Neville Watson,1919,13,536
Sydney Chapman,1919,14,1136
Edward VIII,1919,NULL,NULL
Sir Geoffrey Ingram Taylor,1919,3,57
Edward Frankland Armstrong,1920,1,2
Sir Jagadis Chunder Bose,1920,NULL,NULL
Robert Broom,1920,11,461
Edward Provan Cathcart,1920, ,0
Alfred Chaston Chapman,1920,NULL,NULL
Arthur Prince Chattock,1920,4,107
Sir Arthur William Hill,1920,50,10442
Cargill Gilston Knott,1920,NULL,NULL
"Frederick Alexander Lindemann, Viscount Cherwell",1920,25,1623
Francis Hugh Adam Marshall,1920,16,875
Sir Thomas Ralph Merton,1920,3,47
Robert Cyril Layton Perkins,1920,NULL,NULL
Henry Crozier Keating Plummer,1920,1,1
Sir Robert Robinson,1920,40,7437
John William Watson Stephens,1920,2,26
Herbert Albert Laurens Fisher,1920,NULL,NULL
Sir James George Frazer,1920,58,15066
Wilfred Eade Agar,1921,NULL,NULL
Francis William Aston,1921,13,598
William Lawrence Bragg,1921,29,2398
William Thomas Calman,1921,44,6340
Arthur Harry Church,1921, ,0
Georges Dreyer,1921,3,23
William Henry Eccles,1921,16,970
John Charles Grant Ledingham,1921,18,1469
Charles Stewart Middlemiss,1921,36,5517
Kennedy Joseph Previte Orton,1921,6,224
John Herbert Parsons,1921,28,4308
James Charles Philip,1921,6,127
Alfred Arthur Robb,1921,2,55
"Sir Eustace Tennyson d'Eyncourt, 1st Baronet",1921,NULL,NULL
Udny Yule,1921,NULL,NULL
Leon Charles Albert Calmette,1921,2,5
Henri Alexandre Deslandres,1921,14,644
Albert Einstein,1921,36,17051
Albin Haller,1921,NULL,NULL
Edmund Beecher Wilson,1921,NULL,NULL
Pieter Zeeman,1921,2,17
Thomas Hastie Bryce,1922,NULL,NULL
Sir Charles Galton Darwin,1922,NULL,NULL
Stewart Ranken Douglas,1922,NULL,NULL
Claude Gordon Douglas,1922,31,3305
Alfred James Ewart,1922,1,2
Arthur Hutchinson,1922, ,0
Frederick William Lanchester,1922,1,7
James Mercer,1922,15,893
Samuel Roslington Milner,1922,NULL,NULL
Marcus Seymour Pembrey,1922,NULL,NULL
Frank Lee Pyman,1922,28,2526
George Adolphus Schott,1922,NULL,NULL
Nevil Vincent Sidgwick,1922,NULL,NULL
David Meredith Seares Watson,1922,30,3798
Sir Alfred Fernandez Yarrow,1922,2,46
"Edgar Douglas Adrian, 1st Baron Adrian of Cambridge",1923,NULL,NULL
William Lawrence Balls,1923,29,2398
Archibald Barr,1923,NULL,NULL
Cecil Henry Desch,1923,NULL,NULL
Edward Fawcett,1923, ,0
Frank Horton,1923,3,35
Robert Thomson Leiper,1923,23,1563
John James Rickard Macleod,1923,6,226
Sir Guy Anstruther Knox Marshall,1923,NULL,NULL
Sir Douglas Mawson,1923,2,11
James William McBain,1923,2,12
William Hobson Mills,1923,29,3527
John Stanley Plaskett,1923,56,9412
Henry Richardson Procter,1923,12,752
William Wilson,1923,47,9064
Henry Balfour,1924,66,17505
Joseph Edwin Barnard,1924,13,417
James Fairlie Gemmill,1924,NULL,NULL
Mervyn Henry Gordon,1924,5,173
Percy Groom,1924,4,41
Sir Christopher Kelk Ingold,1924,NULL,NULL
Percy Fry Kendall,1924,NULL,NULL
Louis Vessot King,1924,NULL,NULL
Louis Joel Mordell,1924,NULL,NULL
Thomas Slater Price,1924,8,205
Sir Chandrasekhara Venkata Raman,1924,4,77
Leonard James Rogers,1924,9,540
Alexander Russell,1924,15,899
Charles Edward Spearman,1924,NULL,NULL
Frank Twyman,1924,NULL,NULL
Sir Otto John Beit,1924,NULL,NULL
"David Alexander Edward Lindsay, 27th Earl of Crawford and 10th Earl of Balcarres",1924,72,18157
William Ringrose Gelston Atkins,1925,NULL,NULL
Charles Arthur Lovatt Evans,1925,4,44
Ralph Howard Fowler,1925,26,2760
Francis Arthur Freeth,1925,NULL,NULL
Walcot Gibson,1925,2,6
Sir Harold Jeffreys,1925,9,476
Frederic Wood Jones,1925,NULL,NULL
James Kenner,1925,8,303
Edward Mellanby,1925,12,617
James Alexander Murray,1925,77,
Joseph Proudman,1925,NULL,NULL
Richard Vynne Southwell,1925,NULL,NULL
Leonard James Spencer,1925,9,540
Robin John Tillyard,1925,5,124
Richard Whiddington,1925,2,8
Joseph Arthur Arkwright,1926,4,63
Edwin John Butler,1926,72,
Samuel Rickard Christophers,1926,1,1
Francis Joseph Cole,1926,2,11
Alfred Charles Glyn Egerton,1926,NULL,NULL
Ezer Griffiths,1926,2,16
Harold Brewer Hartley,1926,2,22
Hamilton Hartridge,1926,NULL,NULL
George Barker Jeffery,1926,10,377
Owen Thomas Jones,1926,22,1340
William Cudmore McCullagh Lewis,1926,NULL,NULL
Edward Arthur Milne,1926,10,684
Lewis Fry Richardson,1926,2,11
Henry Thomas Tizard,1926,21,1307
Robert Scott Troup,1926,50,9854
Martinus Willem Beijerinck,1926,NULL,NULL
Niels Henrik David Bohr,1926,2,25
Ernst Julius Cohen,1926,5,113
Willem Einthoven,1926,2,10
Karl Immanuel Eberhard Ritter von Goebel,1926,NULL,NULL
Henry Fairfield Osborn,1926,1,2
Max Karl Ernst Ludwig Planck,1926,32,3209
Arnold Johannes Wilhelm Sommerfeld,1926,1,3
Sir Edward Victor Appleton,1927,NULL,NULL
Thomas Graham Brown,1927,44,7389
Richard Higgins Burne,1927,15,800
Sir James Chadwick,1927,13,586
Gordon Miller Bourne Dobson,1927,31,4181
George Claridge Druce,1927,NULL,NULL
Sebastian Ziani de Ferranti,1927,NULL,NULL
James Pickering Kendall,1927,4,58
Sir Patrick Playfair Laidlaw,1927,NULL,NULL
Joseph William Mellor,1927,NULL,NULL
Otto Rosenheim,1927,5,94
Meghnad N Saha,1927,29,4390
"John Sebastian Bach Stopford, Baron Stopford of Fallowfield",1927,13,908
Herbert Henry Thomas,1927,1,2
Charles Morley Wenyon,1927,2,8
"Stanley Baldwin, 1st Earl Baldwin of Bewdley",1927,14,1761
Gleb Anrep,1928,NULL,NULL
Harry Bateman,1928,6,221
Carl Hamilton Browning,1928,18,1103
Stanley Smith Cook,1928,40,5992
William David Dye,1928,39,6470
Clinton Coleridge Farr,1928,NULL,NULL
Major Greenwood,1928, ,0
Sir Walter Norman Haworth,1928,4,41
John William Heslop-Harrison,1928,2,26
David Keilin,1928,NULL,NULL
Finlay Lorimer Kitchin,1928,NULL,NULL
Francis Sowerby Macaulay,1928,NULL,NULL
Samuel Barnett Schryver,1928,5,185
Walter Stiles,1928,16,983
Robert Whytlaw-Gray,1928,2,23
Albert Auguste Toussaint Brachet,1928,10,359
David Hilbert,1928,25,2737
Paul Langevin,1928,7,207
Richard Friedrich Johannes Pfeiffer,1928,9,574
Ludwig Prandtl,1928,NULL,NULL
Richard Willstatter,1928,13,604
Sir William Symington McCormick,1928,NULL,NULL
"Alfred Moritz Mond, 1st Baron Melchett",1928,NULL,NULL
Arthur John Allmand,1929,5,83
Arthur Henry Reginald Buller,1929, ,0
Charles Drummond Ellis,1929,10,278
Ronald Aylmer Fisher,1929,NULL,NULL
George Ridsdale Goldsbrough,1929,NULL,NULL
James Gray,1929,51,6945
Cyril Norman Hinshelwood,1929,NULL,NULL
Augustus Daniel Imms,1929,NULL,NULL
Piotr Leonidovich Kapitza,1929,NULL,NULL
William Dickson Lang,1929,17,835
John Mellanby,1929,4,54
Henry Stanley Raper,1929,1,3
Harry Ralph Ricardo,1929, ,0
Harold Roper Robinson,1929,6,118
Frederick William Twort,1929,1,7
Herbert Stanley Allen,1930,11,405
Sir Edward Battersby Bailey,1930,3,41
Frederick Tom Brooks,1930,45,10555
Paul Adrien Maurice Dirac,1930,3,16
Harold Ward Dudley,1930,12,424
Charles Alfred Edwards,1930,2,12
Harry Eltringham,1930,6,111
Sir Charles Edward Inglis,1930,NULL,NULL
Sir Eric Keightley Rideal,1930,NULL,NULL
Robert Robison,1930,16,753
Sir Harold Spencer Jones,1930,21,1147
John Stephenson,1930,39,9246
Sir George Paget Thomson,1930,1,4
Charles Todd,1930,21,1449
William Whiteman Carlton Topley,1930,NULL,NULL
Gerard Jakob De Geer,1930,NULL,NULL
Tullio Levi-Civita,1930,10,605
James Ramsay MacDonald,1930,21,2865
Jan Christiaan Smuts,1930,NULL,NULL
Percy George Hamnall Boswell,1931,NULL,NULL
Alfred Joseph Clark,1931,2,7
Charles Rundle Davidson,1931,10,341
Reginald Ruggles Gates,1931,NULL,NULL
Charles Stanley Gibson,1931,60,10782
Hermann Glauert,1931,NULL,NULL
Sir Charles Robert Harington,1931,18,1213
Sir Ian Morris Heilbron,1931,31,3392
Sir Alexander Cruikshank Houston,1931,NULL,NULL
Sydney Price James,1931,26,2472
Charles Frewen Jenkin,1931,NULL,NULL
Stanley Wells Kemp,1931,2,34
Thomas Howell Laby,1931,20,1824
William Kingdon Spencer,1931,NULL,NULL
Edward Charles Titchmarsh,1931,14,863
Wilfred Batten Lewis Trotter,1931,NULL,NULL
Miles Walker,1931,NULL,NULL
Marie Paul Auguste Charles Fabry,1931,11,1194
Emmanuel Marie Pierre Martin Jacquin de Margerie,1931,4,50
Heinrich Otto Wieland,1931,40,5119
Sir Frederic Charles Bartlett,1932,6,98
Davidson Black,1932,4,41
Frederick William Carter,1932,1,7
William George Fearnsides,1932,27,2785
Felix Eugen Fritsch,1932,NULL,NULL
Joseph Alexander Gray,1932,58,13678
John Burdon Sanderson Haldane,1932, ,0
Douglas Rayner Hartree,1932,1,12
Heinrich Ernst Karl Jordan,1932,39,5652
Frederick Robert Miller,1932,66,18116
Sir Basil Mott,1932,NULL,NULL
Sir John Lionel Simonsen,1932,NULL,NULL
Thomas Smith,1932,69,19982
Sir Hugh Stott Taylor,1932,15,638
Herbert Westren Turnbull,1932,NULL,NULL
Warrington Yorke,1932,8,219
Jacques Hadamard,1932,4,66
Graham Lusk,1932,2,17
Hermann Walther Nernst,1932,5,128
Theobald Smith,1932,2,19
Henry Wellcome,1932, ,0
"Patrick Maynard Stuart Blackett, Baron Blackett of Chelsea",1933,2,9
James Bertram Collip,1933,11,541
Rookes Evelyn Bell Crompton,1933,5,162
Harry Medforth Dawson,1933,NULL,NULL
Arthur Thomas Doodson,1933,23,2392
Herbert John Gough,1933,14,865
Sir John Hammond,1933,20,1322
Sir Gordon Morgan Holmes,1933,2,8
Harold King,1933,7,210
Sir John Edward Lennard-Jones,1933,17,2172
James Walter McLeod,1933,20,1505
Sir Alan Sterling Parkes,1933,NULL,NULL
Sir Edward James Salisbury,1933,30,2215
Bernard Smith,1933,40,5326
William Robin Thompson,1933,36,5385
Arthur Mannering Tyndall,1933,NULL,NULL
Joseph Wedderburn,1933,NULL,NULL
Vilhelm Friman Koren Bjerknes,1933,NULL,NULL
Harvey Williams Cushing,1933,6,61
Peter Joseph Wilhelm Debye,1933,30,2809
Friedrich August Ferdinand Christian Went,1933,1,4
Sir Richard Arman Gregory,1933,NULL,NULL
Abram Samoilovitch Besicovitch,1934,NULL,NULL
William Edward Curtis,1934,2,27
Sir Lewis Leigh Fermor,1934,1,4
Sir Paul Gordon Fildes,1934,32,3626
Ronald Thomson Grant,1934,24,2328
Martin Alister Campbell Hinton,1934,2,50
Sir Edmund Langley Hirst,1934,NULL,NULL
Sir Ernest Laurence Kennaway,1934,NULL,NULL
Anthony George Maldon Michell,1934,22,1960
William Arthur Parks,1934,20,2405
Harold Raistrick,1934,12,449
Alexander Oliver Rankine,1934,3,44
Robert Beresford Seymour Sewell,1934,8,233
Samuel Sugden,1934,9,580
William Taylor,1934,28,3325
Hugh Hamshaw Thomas,1934,NULL,NULL
Alfred Young,1934,1,2
Henri Leon Lebesgue,1934, ,0
Otto Heinrich Warburg,1934,NULL,NULL
"Edgar Vincent, Viscount D'Abernon",1934, ,0
Neil Kensington Adam,1935,NULL,NULL
Edward Neville da Costa Andrade,1935,NULL,NULL
Sir Frederick Grant Banting,1935,20,1539
Sir Samuel Phillips Bedson,1935,4,63
Edmund John Bowen,1935,21,1395
George Edward Briggs,1935, ,0
Herbert Graham Cannon,1935, ,0
John Stuart Foster,1935,32,3631
James de Graaff-Hunter,1935,NULL,NULL
Sir Wilfrid Edward le Gros Clark,1935,1,7
Arthur Lewis Hall,1935,27,2036
William Herbert Hatfield,1935,20,1571
Sir Bernard Augustus Keen,1935,NULL,NULL
Sir Rudolph Albert Peters,1935,18,1221
John Read,1935,33,4626
Redcliffe Nathan Salaman,1935,NULL,NULL
Robert Stoneley,1935,5,45
Irving Langmuir,1935,44,21805
Max Wilhelm Carl Weber,1935,6,143
Walter Elliot Elliot,1935, ,0
Thomas Hudson Middleton,1936,81,42900
Alexander Craig Aitken,1936,3,23
John Douglas Cockcroft,1936,51,12389
Herbert John Fleure,1936,NULL,NULL
Clive Forster-Cooper,1936,NULL,NULL
Alexander Gibb,1936,3,39
Henry Lewis Guy,1936,8,259
Henry George Albert Hickling,1936,15,1652
Lancelot Thomas Hogben,1936,NULL,NULL
Joseph Kenyon,1936,10,516
Edgar Hartley Kettle,1936,NULL,NULL
Nevill Francis Mott,1936, ,0
Ronald George Wreyford Norrish,1936,24,3753
Harry Hemley Plaskett,1936, ,0
Ernest Frederick Relf,1936,NULL,NULL
Francis John Worsley Roughton,1936,5,399
Birbal Sahni,1936,5,64
Ernest Basil Verney,1936,NULL,NULL
John Desmond Bernal,1937,59,14619
Albert Charles Chibnall,1937,11,406
George Roger Clemo,1937,NULL,NULL
Sir Alan Nigel Drury,1937,6,134
Harold Munro Fox,1937,NULL,NULL
William Edward Garner,1937,2,27
Sydney Goldstein,1937,7,242
Percival Hartley,1937,1,1
Herbert Leader Hawkins,1937,NULL,NULL
John Ernest Holloway,1937,3,32
William Hume-Rothery,1937,12,563
Thomas Godfrey Mason,1937,6,135
James Reid Moir,1937,46,6672
Sir Marcus Laurence Elwin Oliphant,1937,NULL,NULL
Carl Frederick Abel Pantin,1937,2,71
Sir David Randall Pye,1937,59,13736
Edmund Clifton Stoner,1937,NULL,NULL
Schack August Steenberg Krogh,1937,NULL,NULL
Otto Fritz Meyerhof,1937,NULL,NULL
Henry Norris Russell,1937,64,11536
"Alexander Augustus Frederick William Alfred George Cambridge, Earl of Athlone",1937,1,7
Henry William Frederick Albert Duke of Gloucester,1938,22,4166
Guy Dunstan Bengough,1938,NULL,NULL
Charles Herbert Best,1938,NULL,NULL
William Brown,1938,44,7431
Sir James Wilfred Cook,1938,NULL,NULL
